date,places ,value
01-07-2022,Phitsanulok ,115351
01-07-2022,Phayao ,32639
01-07-2022,Phetchabun ,132663
01-07-2022,Phrae ,39699
01-07-2022,Lampang ,43936
01-07-2022,Lamphun ,17586
01-07-2022,Mae Hong Son ,75013
01-07-2022,Uttaradit ,40738
01-07-2022,Uthai Thani ,24235
01-07-2022,Sukhothai ,39699
01-07-2022,Nan ,68965
01-07-2022,Kalasin ,19048
01-07-2022,Khon Kaen ,137498
01-07-2022,Chaiyaphum ,48086
01-07-2022,Nakhon Phanom ,55069
01-07-2022,Nakhon Ratchasima ,306700
01-07-2022,Buriram ,111263
01-07-2022,Maha Sarakham ,21371
01-07-2022,Mukdahan ,34226
01-07-2022,Roi Et ,20445
01-07-2022,Loei ,86338
01-07-2022,Sisaket ,26858
01-07-2022,Surin ,45934
01-07-2022,Nong Khai ,67341
01-07-2022,Bueng Kan ,29027
01-07-2022,Udon Thani ,110081
01-07-2022,Ubon Ratchathani ,79539
01-07-2022,Sakon Nakhon ,46404
01-07-2022,Yasothon ,10430
01-07-2022,Amnat Charoen ,5473
01-07-2022,Nong Bua Lamphu ,7245
01-08-2019,Bangkok,3075987
01-08-2019,Lopburi ,36460
01-08-2019,Phra Nakhon Si Ayutthaya ,76653
01-08-2019,Saraburi ,54505
01-08-2019,Chainat ,21189
01-08-2019,Nakhon Pathom ,110696
01-08-2019,Sing Buri ,13880
01-08-2019,Ang Thong ,13654
01-08-2019,Nonthaburi ,79861
01-08-2019,Pathum Thani ,37269
01-08-2019,Samut Prakan ,86196
01-08-2019,Samut Sakhon ,47247
01-08-2019,Chachoengsao ,38773
01-08-2019,Ratchaburi ,74095
01-08-2019,Kanchanaburi ,226684
01-08-2019,Samut Songkhram ,51984
01-08-2019,Suphan Buri ,60327
01-08-2019,Phetchaburi ,307547
01-08-2019,Prachuap Khiri Khan ,325568
01-08-2019,Chonburi ,1152253
01-08-2019,Chanthaburi ,115377
01-08-2019,Trat ,138192
01-08-2019,Nakhon Nayok ,156790
01-08-2019,Prachinburi ,82244
01-08-2019,Rayong ,264248
01-08-2019,Sa Kaeo ,61546
01-08-2019,Phuket ,720398
01-08-2019,Phatthalung ,64799
01-08-2019,Trang ,54258
01-08-2019,Ranong ,55280
01-08-2019,Chumphon ,105030
01-08-2019,Pattani ,18317
01-08-2019,Yala ,62974
01-08-2019,Nakhon Si Thammarat ,205132
01-08-2019,Narathiwat ,47814
01-08-2019,Krabi ,251172
01-08-2019,Songkhla ,418228
01-08-2019,Phang Nga ,65484
01-08-2019,Surat Thani ,491537
01-08-2019,Satun ,43634
01-08-2019,Kamphaeng Phet ,24482
01-08-2019,Chiang Rai ,182721
01-08-2019,Chiang Mai ,599142
01-08-2019,Phichit ,32250
01-08-2019,Nakhon Sawan ,61465
01-08-2019,Tak ,106797
01-08-2019,Phitsanulok ,141378
01-08-2019,Phayao ,18136
01-08-2019,Phetchabun ,108346
01-08-2019,Phrae ,26635
01-08-2019,Lampang ,33530
01-08-2019,Lamphun ,15962
01-08-2019,Mae Hong Son ,42177
01-08-2019,Uttaradit ,37663
01-08-2019,Uthai Thani ,25112
01-08-2019,Sukhothai ,57258
01-08-2019,Nan ,41780
01-08-2019,Kalasin ,17606
01-08-2019,Khon Kaen ,191838
01-08-2019,Chaiyaphum ,83298
01-08-2019,Nakhon Phanom ,37905
01-08-2019,Nakhon Ratchasima ,410928
01-08-2019,Buriram ,78339
01-08-2019,Maha Sarakham ,36060
01-08-2019,Mukdahan ,39807
01-08-2019,Roi Et ,38164
01-08-2019,Loei ,80237
01-08-2019,Sisaket ,27865
01-08-2019,Surin ,81292
01-08-2019,Nong Khai ,82225
01-08-2019,Bueng Kan ,21483
01-08-2019,Udon Thani ,180955
01-08-2019,Ubon Ratchathani ,102191
01-08-2019,Sakon Nakhon ,51898
01-08-2019,Yasothon ,13881
01-08-2019,Amnat Charoen ,6243
01-08-2019,Nong Bua Lamphu ,12124
01-08-2020,Bangkok,780196
01-08-2020,Lopburi ,21302
01-08-2020,Phra Nakhon Si Ayutthaya ,57745
01-08-2020,Saraburi ,42396
01-08-2020,Chainat ,10732
01-08-2020,Nakhon Pathom ,56197
01-08-2020,Sing Buri ,5862
01-08-2020,Ang Thong ,4140
01-08-2020,Nonthaburi ,31227
01-08-2020,Pathum Thani ,12316
01-08-2020,Samut Prakan ,20160
01-08-2020,Samut Sakhon ,18173
01-08-2020,Chachoengsao ,14665
01-08-2020,Ratchaburi ,60292
01-08-2020,Kanchanaburi ,181482
01-08-2020,Samut Songkhram ,43662
01-08-2020,Suphan Buri ,36057
01-08-2020,Phetchaburi ,246334
01-08-2020,Prachuap Khiri Khan ,215954
01-08-2020,Chonburi ,418485
01-08-2020,Chanthaburi ,73812
01-08-2020,Trat ,94544
01-08-2020,Nakhon Nayok ,136131
01-08-2020,Prachinburi ,51381
01-08-2020,Rayong ,105226
01-08-2020,Sa Kaeo ,44696
01-08-2020,Phuket ,82086
01-08-2020,Phatthalung ,40446
01-08-2020,Trang ,32809
01-08-2020,Ranong ,20900
01-08-2020,Chumphon ,56495
01-08-2020,Pattani ,7539
01-08-2020,Yala ,20592
01-08-2020,Nakhon Si Thammarat ,144645
01-08-2020,Narathiwat ,9538
01-08-2020,Krabi ,41409
01-08-2020,Songkhla ,136133
01-08-2020,Phang Nga ,15316
01-08-2020,Surat Thani ,100977
01-08-2020,Satun ,29765
01-08-2020,Kamphaeng Phet ,17685
01-08-2020,Chiang Rai ,132684
01-08-2020,Chiang Mai ,332872
01-08-2020,Phichit ,19652
01-08-2020,Nakhon Sawan ,46594
01-08-2020,Tak ,70210
01-08-2020,Phitsanulok ,83970
01-08-2020,Phayao ,13629
01-08-2020,Phetchabun ,80240
01-08-2020,Phrae ,14996
01-08-2020,Lampang ,24814
01-08-2020,Lamphun ,11241
01-08-2020,Mae Hong Son ,24348
01-08-2020,Uttaradit ,23979
01-08-2020,Uthai Thani ,16988
01-08-2020,Sukhothai ,37027
01-08-2020,Nan ,26918
01-08-2020,Kalasin ,8932
01-08-2020,Khon Kaen ,138790
01-08-2020,Chaiyaphum ,30318
01-08-2020,Nakhon Phanom ,26147
01-08-2020,Nakhon Ratchasima ,317162
01-08-2020,Buriram ,51947
01-08-2020,Maha Sarakham ,28403
01-08-2020,Mukdahan ,14839
01-08-2020,Roi Et ,33945
01-08-2020,Loei ,56511
01-08-2020,Sisaket ,19660
01-08-2020,Surin ,50347
01-08-2020,Nong Khai ,66447
01-08-2020,Bueng Kan ,16192
01-08-2020,Udon Thani ,122858
01-08-2020,Ubon Ratchathani ,62374
01-08-2020,Sakon Nakhon ,39016
01-08-2020,Yasothon ,8813
01-08-2020,Amnat Charoen ,3835
01-08-2020,Nong Bua Lamphu ,6190
01-08-2021,Bangkok,114961
01-08-2021,Lopburi ,2801
01-08-2021,Phra Nakhon Si Ayutthaya ,5131
01-08-2021,Saraburi ,4066
01-08-2021,Chainat ,1349
01-08-2021,Nakhon Pathom ,859
01-08-2021,Sing Buri ,1099
01-08-2021,Ang Thong ,286
01-08-2021,Nonthaburi ,839
01-08-2021,Pathum Thani ,752
01-08-2021,Samut Prakan ,812
01-08-2021,Samut Sakhon ,972
01-08-2021,Chachoengsao ,307
01-08-2021,Ratchaburi ,2360
01-08-2021,Kanchanaburi ,7400
01-08-2021,Samut Songkhram ,1464
01-08-2021,Suphan Buri ,1922
01-08-2021,Phetchaburi ,10658
01-08-2021,Prachuap Khiri Khan ,12616
01-08-2021,Chonburi ,13288
01-08-2021,Chanthaburi ,18148
01-08-2021,Trat ,20675
01-08-2021,Nakhon Nayok ,1793
01-08-2021,Prachinburi ,1521
01-08-2021,Rayong ,14247
01-08-2021,Sa Kaeo ,1240
01-08-2021,Phuket ,19579
01-08-2021,Phatthalung ,1154
01-08-2021,Trang ,1592
01-08-2021,Ranong ,1126
01-08-2021,Chumphon ,1312
01-08-2021,Pattani ,426
01-08-2021,Yala ,373
01-08-2021,Nakhon Si Thammarat ,6043
01-08-2021,Narathiwat ,348
01-08-2021,Krabi ,1079
01-08-2021,Songkhla ,729
01-08-2021,Phang Nga ,5333
01-08-2021,Surat Thani ,2903
01-08-2021,Satun ,994
01-08-2021,Kamphaeng Phet ,4834
01-08-2021,Chiang Rai ,25780
01-08-2021,Chiang Mai ,52380
01-08-2021,Phichit ,3347
01-08-2021,Nakhon Sawan ,10309
01-08-2021,Tak ,9451
01-08-2021,Phitsanulok ,18020
01-08-2021,Phayao ,4189
01-08-2021,Phetchabun ,16366
01-08-2021,Phrae ,5383
01-08-2021,Lampang ,5091
01-08-2021,Lamphun ,2196
01-08-2021,Mae Hong Son ,8235
01-08-2021,Uttaradit ,4309
01-08-2021,Uthai Thani ,1435
01-08-2021,Sukhothai ,2119
01-08-2021,Nan ,8298
01-08-2021,Kalasin ,808
01-08-2021,Khon Kaen ,13007
01-08-2021,Chaiyaphum ,3384
01-08-2021,Nakhon Phanom ,1275
01-08-2021,Nakhon Ratchasima ,50973
01-08-2021,Buriram ,9847
01-08-2021,Maha Sarakham ,1660
01-08-2021,Mukdahan ,1418
01-08-2021,Roi Et ,1447
01-08-2021,Loei ,2613
01-08-2021,Sisaket ,1550
01-08-2021,Surin ,5829
01-08-2021,Nong Khai ,4591
01-08-2021,Bueng Kan ,911
01-08-2021,Udon Thani ,5635
01-08-2021,Ubon Ratchathani ,5699
01-08-2021,Sakon Nakhon ,2389
01-08-2021,Yasothon ,464
01-08-2021,Amnat Charoen ,480
01-08-2021,Nong Bua Lamphu ,589
01-08-2022,Bangkok,1499278
01-08-2022,Lopburi ,56168
01-08-2022,Phra Nakhon Si Ayutthaya ,83266
01-08-2022,Saraburi ,74072
01-08-2022,Chainat ,14215
01-08-2022,Nakhon Pathom ,60729
01-08-2022,Sing Buri ,13524
01-08-2022,Ang Thong ,6964
01-08-2022,Nonthaburi ,65632
01-08-2022,Pathum Thani ,24130
01-08-2022,Samut Prakan ,54777
01-08-2022,Samut Sakhon ,16038
01-08-2022,Chachoengsao ,21770
01-08-2022,Ratchaburi ,58986
01-08-2022,Kanchanaburi ,218875
01-08-2022,Samut Songkhram ,54258
01-08-2022,Suphan Buri ,58993
01-08-2022,Phetchaburi ,271005
01-08-2022,Prachuap Khiri Khan ,365661
01-08-2022,Chonburi ,765009
01-08-2022,Chanthaburi ,77443
01-08-2022,Trat ,97274
01-08-2022,Nakhon Nayok ,83586
01-08-2022,Prachinburi ,50445
01-08-2022,Rayong ,161685
01-08-2022,Sa Kaeo ,37255
01-08-2022,Phuket ,491856
01-08-2022,Phatthalung ,32934
01-08-2022,Trang ,56566
01-08-2022,Ranong ,28685
01-08-2022,Chumphon ,71426
01-08-2022,Pattani ,14708
01-08-2022,Yala ,67464
01-08-2022,Nakhon Si Thammarat ,115182
01-08-2022,Narathiwat ,21767
01-08-2022,Krabi ,75398
01-08-2022,Songkhla ,148821
01-08-2022,Phang Nga ,42875
01-08-2022,Surat Thani ,257133
01-08-2022,Satun ,66677
01-08-2022,Kamphaeng Phet ,25809
01-08-2022,Chiang Rai ,262558
01-08-2022,Chiang Mai ,418941
01-08-2022,Phichit ,27498
01-08-2022,Nakhon Sawan ,72863
01-08-2022,Tak ,102090
01-08-2022,Phitsanulok ,114899
01-08-2022,Phayao ,32293
01-08-2022,Phetchabun ,136852
01-08-2022,Phrae ,38523
01-08-2022,Lampang ,43573
01-08-2022,Lamphun ,17518
01-08-2022,Mae Hong Son ,70601
01-08-2022,Uttaradit ,40402
01-08-2022,Uthai Thani ,24023
01-08-2022,Sukhothai ,39210
01-08-2022,Nan ,67984
01-08-2022,Kalasin ,19821
01-08-2022,Khon Kaen ,142631
01-08-2022,Chaiyaphum ,44428
01-08-2022,Nakhon Phanom ,56392
01-08-2022,Nakhon Ratchasima ,290940
01-08-2022,Buriram ,109146
01-08-2022,Maha Sarakham ,22773
01-08-2022,Mukdahan ,35092
01-08-2022,Roi Et ,22099
01-08-2022,Loei ,86649
01-08-2022,Sisaket ,25774
01-08-2022,Surin ,44959
01-08-2022,Nong Khai ,65489
01-08-2022,Bueng Kan ,29857
01-08-2022,Udon Thani ,106666
01-08-2022,Ubon Ratchathani ,76761
01-08-2022,Sakon Nakhon ,47577
01-08-2022,Yasothon ,10025
01-08-2022,Amnat Charoen ,5412
01-08-2022,Nong Bua Lamphu ,7219
01-09-2019,Bangkok,2838616
01-09-2019,Lopburi ,34959
01-09-2019,Phra Nakhon Si Ayutthaya ,69618
01-09-2019,Saraburi ,51166
01-09-2019,Chainat ,23130
01-09-2019,Nakhon Pathom ,99862
01-09-2019,Sing Buri ,14284
01-09-2019,Ang Thong ,15076
01-09-2019,Nonthaburi ,73064
01-09-2019,Pathum Thani ,32958
01-09-2019,Samut Prakan ,85854
01-09-2019,Samut Sakhon ,44943
01-09-2019,Chachoengsao ,39815
01-09-2019,Ratchaburi ,69885
01-09-2019,Kanchanaburi ,217147
01-09-2019,Samut Songkhram ,49155
01-09-2019,Suphan Buri ,62835
01-09-2019,Phetchaburi ,287466
01-09-2019,Prachuap Khiri Khan ,277715
01-09-2019,Chonburi ,1050750
01-09-2019,Chanthaburi ,117448
01-09-2019,Trat ,142205
01-09-2019,Nakhon Nayok ,161697
01-09-2019,Prachinburi ,78292
01-09-2019,Rayong ,267300
01-09-2019,Sa Kaeo ,64395
01-09-2019,Phuket ,765910
01-09-2019,Phatthalung ,62581
01-09-2019,Trang ,64134
01-09-2019,Ranong ,62471
01-09-2019,Chumphon ,92956
01-09-2019,Pattani ,19752
01-09-2019,Yala ,55453
01-09-2019,Nakhon Si Thammarat ,200381
01-09-2019,Narathiwat ,51463
01-09-2019,Krabi ,267973
01-09-2019,Songkhla ,455115
01-09-2019,Phang Nga ,75322
01-09-2019,Surat Thani ,474198
01-09-2019,Satun ,47319
01-09-2019,Kamphaeng Phet ,24923
01-09-2019,Chiang Rai ,212502
01-09-2019,Chiang Mai ,563755
01-09-2019,Phichit ,33608
01-09-2019,Nakhon Sawan ,65829
01-09-2019,Tak ,92265
01-09-2019,Phitsanulok ,134840
01-09-2019,Phayao ,17387
01-09-2019,Phetchabun ,125447
01-09-2019,Phrae ,28105
01-09-2019,Lampang ,34930
01-09-2019,Lamphun ,16109
01-09-2019,Mae Hong Son ,40667
01-09-2019,Uttaradit ,31725
01-09-2019,Uthai Thani ,24768
01-09-2019,Sukhothai ,55767
01-09-2019,Nan ,40663
01-09-2019,Kalasin ,18557
01-09-2019,Khon Kaen ,197299
01-09-2019,Chaiyaphum ,90970
01-09-2019,Nakhon Phanom ,36337
01-09-2019,Nakhon Ratchasima ,451322
01-09-2019,Buriram ,77493
01-09-2019,Maha Sarakham ,33691
01-09-2019,Mukdahan ,42619
01-09-2019,Roi Et ,35049
01-09-2019,Loei ,72921
01-09-2019,Sisaket ,29785
01-09-2019,Surin ,75889
01-09-2019,Nong Khai ,90451
01-09-2019,Bueng Kan ,20940
01-09-2019,Udon Thani ,173269
01-09-2019,Ubon Ratchathani ,68283
01-09-2019,Sakon Nakhon ,48805
01-09-2019,Yasothon ,14471
01-09-2019,Amnat Charoen ,6886
01-09-2019,Nong Bua Lamphu ,11544
01-09-2020,Bangkok,764077
01-09-2020,Lopburi ,22268
01-09-2020,Phra Nakhon Si Ayutthaya ,60011
01-09-2020,Saraburi ,43543
01-09-2020,Chainat ,12546
01-09-2020,Nakhon Pathom ,59495
01-09-2020,Sing Buri ,6051
01-09-2020,Ang Thong ,4777
01-09-2020,Nonthaburi ,35600
01-09-2020,Pathum Thani ,14656
01-09-2020,Samut Prakan ,22593
01-09-2020,Samut Sakhon ,19697
01-09-2020,Chachoengsao ,17957
01-09-2020,Ratchaburi ,56962
01-09-2020,Kanchanaburi ,188828
01-09-2020,Samut Songkhram ,43315
01-09-2020,Suphan Buri ,36606
01-09-2020,Phetchaburi ,250890
01-09-2020,Prachuap Khiri Khan ,204470
01-09-2020,Chonburi ,393027
01-09-2020,Chanthaburi ,76157
01-09-2020,Trat ,83921
01-09-2020,Nakhon Nayok ,135272
01-09-2020,Prachinburi ,53087
01-09-2020,Rayong ,109834
01-09-2020,Sa Kaeo ,40770
01-09-2020,Phuket ,129927
01-09-2020,Phatthalung ,42766
01-09-2020,Trang ,35970
01-09-2020,Ranong ,19360
01-09-2020,Chumphon ,44841
01-09-2020,Pattani ,8362
01-09-2020,Yala ,15161
01-09-2020,Nakhon Si Thammarat ,202468
01-09-2020,Narathiwat ,11087
01-09-2020,Krabi ,36347
01-09-2020,Songkhla ,142006
01-09-2020,Phang Nga ,19873
01-09-2020,Surat Thani ,106453
01-09-2020,Satun ,35403
01-09-2020,Kamphaeng Phet ,19259
01-09-2020,Chiang Rai ,139458
01-09-2020,Chiang Mai ,300060
01-09-2020,Phichit ,21069
01-09-2020,Nakhon Sawan ,48624
01-09-2020,Tak ,67824
01-09-2020,Phitsanulok ,92613
01-09-2020,Phayao ,13025
01-09-2020,Phetchabun ,82940
01-09-2020,Phrae ,16527
01-09-2020,Lampang ,28987
01-09-2020,Lamphun ,12436
01-09-2020,Mae Hong Son ,25267
01-09-2020,Uttaradit ,24825
01-09-2020,Uthai Thani ,18280
01-09-2020,Sukhothai ,39580
01-09-2020,Nan ,28416
01-09-2020,Kalasin ,9798
01-09-2020,Khon Kaen ,140327
01-09-2020,Chaiyaphum ,35629
01-09-2020,Nakhon Phanom ,25827
01-09-2020,Nakhon Ratchasima ,320656
01-09-2020,Buriram ,52691
01-09-2020,Maha Sarakham ,26442
01-09-2020,Mukdahan ,15281
01-09-2020,Roi Et ,31188
01-09-2020,Loei ,55228
01-09-2020,Sisaket ,20868
01-09-2020,Surin ,51598
01-09-2020,Nong Khai ,63730
01-09-2020,Bueng Kan ,17150
01-09-2020,Udon Thani ,118046
01-09-2020,Ubon Ratchathani ,67410
01-09-2020,Sakon Nakhon ,40289
01-09-2020,Yasothon ,10286
01-09-2020,Amnat Charoen ,4239
01-09-2020,Nong Bua Lamphu ,6814
01-09-2021,Bangkok,230832
01-09-2021,Lopburi ,6965
01-09-2021,Phra Nakhon Si Ayutthaya ,16045
01-09-2021,Saraburi ,9130
01-09-2021,Chainat ,3743
01-09-2021,Nakhon Pathom ,6032
01-09-2021,Sing Buri ,3316
01-09-2021,Ang Thong ,1469
01-09-2021,Nonthaburi ,4873
01-09-2021,Pathum Thani ,3990
01-09-2021,Samut Prakan ,4764
01-09-2021,Samut Sakhon ,2860
01-09-2021,Chachoengsao ,2288
01-09-2021,Ratchaburi ,11197
01-09-2021,Kanchanaburi ,57564
01-09-2021,Samut Songkhram ,12397
01-09-2021,Suphan Buri ,8985
01-09-2021,Phetchaburi ,50513
01-09-2021,Prachuap Khiri Khan ,60088
01-09-2021,Chonburi ,93480
01-09-2021,Chanthaburi ,20481
01-09-2021,Trat ,30630
01-09-2021,Nakhon Nayok ,5440
01-09-2021,Prachinburi ,6376
01-09-2021,Rayong ,17275
01-09-2021,Sa Kaeo ,3685
01-09-2021,Phuket ,63589
01-09-2021,Phatthalung ,1273
01-09-2021,Trang ,3783
01-09-2021,Ranong ,2095
01-09-2021,Chumphon ,1871
01-09-2021,Pattani ,1051
01-09-2021,Yala ,533
01-09-2021,Nakhon Si Thammarat ,6758
01-09-2021,Narathiwat ,687
01-09-2021,Krabi ,2573
01-09-2021,Songkhla ,1018
01-09-2021,Phang Nga ,8503
01-09-2021,Surat Thani ,3159
01-09-2021,Satun ,1304
01-09-2021,Kamphaeng Phet ,5604
01-09-2021,Chiang Rai ,48199
01-09-2021,Chiang Mai ,125275
01-09-2021,Phichit ,2940
01-09-2021,Nakhon Sawan ,12280
01-09-2021,Tak ,14461
01-09-2021,Phitsanulok ,23486
01-09-2021,Phayao ,5793
01-09-2021,Phetchabun ,22618
01-09-2021,Phrae ,9204
01-09-2021,Lampang ,6883
01-09-2021,Lamphun ,2830
01-09-2021,Mae Hong Son ,11022
01-09-2021,Uttaradit ,4803
01-09-2021,Uthai Thani ,1628
01-09-2021,Sukhothai ,3029
01-09-2021,Nan ,18260
01-09-2021,Kalasin ,1088
01-09-2021,Khon Kaen ,22740
01-09-2021,Chaiyaphum ,4684
01-09-2021,Nakhon Phanom ,4257
01-09-2021,Nakhon Ratchasima ,91468
01-09-2021,Buriram ,15873
01-09-2021,Maha Sarakham ,2447
01-09-2021,Mukdahan ,4595
01-09-2021,Roi Et ,1968
01-09-2021,Loei ,6105
01-09-2021,Sisaket ,4359
01-09-2021,Surin ,6667
01-09-2021,Nong Khai ,7439
01-09-2021,Bueng Kan ,1225
01-09-2021,Udon Thani ,6913
01-09-2021,Ubon Ratchathani ,14667
01-09-2021,Sakon Nakhon ,4387
01-09-2021,Yasothon ,1107
01-09-2021,Amnat Charoen ,988
01-09-2021,Nong Bua Lamphu ,745
01-09-2022,Bangkok,1589796
01-09-2022,Lopburi ,51028
01-09-2022,Phra Nakhon Si Ayutthaya ,69577
01-09-2022,Saraburi ,60746
01-09-2022,Chainat ,15162
01-09-2022,Nakhon Pathom ,90952
01-09-2022,Sing Buri ,11813
01-09-2022,Ang Thong ,6375
01-09-2022,Nonthaburi ,63222
01-09-2022,Pathum Thani ,23153
01-09-2022,Samut Prakan ,52990
01-09-2022,Samut Sakhon ,15617
01-09-2022,Chachoengsao ,21108
01-09-2022,Ratchaburi ,61015
01-09-2022,Kanchanaburi ,229786
01-09-2022,Samut Songkhram ,56982
01-09-2022,Suphan Buri ,61061
01-09-2022,Phetchaburi ,278130
01-09-2022,Prachuap Khiri Khan ,386178
01-09-2022,Chonburi ,716099
01-09-2022,Chanthaburi ,73494
01-09-2022,Trat ,91665
01-09-2022,Nakhon Nayok ,84399
01-09-2022,Prachinburi ,51222
01-09-2022,Rayong ,160525
01-09-2022,Sa Kaeo ,37931
01-09-2022,Phuket ,493943
01-09-2022,Phatthalung ,31155
01-09-2022,Trang ,61459
01-09-2022,Ranong ,29994
01-09-2022,Chumphon ,76248
01-09-2022,Pattani ,15542
01-09-2022,Yala ,72825
01-09-2022,Nakhon Si Thammarat ,120657
01-09-2022,Narathiwat ,25139
01-09-2022,Krabi ,79337
01-09-2022,Songkhla ,175875
01-09-2022,Phang Nga ,40533
01-09-2022,Surat Thani ,245309
01-09-2022,Satun ,61167
01-09-2022,Kamphaeng Phet ,27207
01-09-2022,Chiang Rai ,282616
01-09-2022,Chiang Mai ,446430
01-09-2022,Phichit ,28072
01-09-2022,Nakhon Sawan ,72069
01-09-2022,Tak ,108652
01-09-2022,Phitsanulok ,113158
01-09-2022,Phayao ,34603
01-09-2022,Phetchabun ,141204
01-09-2022,Phrae ,40375
01-09-2022,Lampang ,44994
01-09-2022,Lamphun ,17805
01-09-2022,Mae Hong Son ,68666
01-09-2022,Uttaradit ,40015
01-09-2022,Uthai Thani ,23819
01-09-2022,Sukhothai ,38078
01-09-2022,Nan ,71969
01-09-2022,Kalasin ,19248
01-09-2022,Khon Kaen ,138431
01-09-2022,Chaiyaphum ,42116
01-09-2022,Nakhon Phanom ,58144
01-09-2022,Nakhon Ratchasima ,277363
01-09-2022,Buriram ,139388
01-09-2022,Maha Sarakham ,23846
01-09-2022,Mukdahan ,35672
01-09-2022,Roi Et ,21025
01-09-2022,Loei ,88856
01-09-2022,Sisaket ,24821
01-09-2022,Surin ,52303
01-09-2022,Nong Khai ,64333
01-09-2022,Bueng Kan ,30918
01-09-2022,Udon Thani ,104210
01-09-2022,Ubon Ratchathani ,74944
01-09-2022,Sakon Nakhon ,76738
01-09-2022,Yasothon ,9815
01-09-2022,Amnat Charoen ,5321
01-09-2022,Nong Bua Lamphu ,6881
01-10-2019,Bangkok,2934737
01-10-2019,Lopburi ,58059
01-10-2019,Phra Nakhon Si Ayutthaya ,84926
01-10-2019,Saraburi ,96603
01-10-2019,Chainat ,22319
01-10-2019,Nakhon Pathom ,105472
01-10-2019,Sing Buri ,12324
01-10-2019,Ang Thong ,12656
01-10-2019,Nonthaburi ,73200
01-10-2019,Pathum Thani ,52689
01-10-2019,Samut Prakan ,83806
01-10-2019,Samut Sakhon ,52029
01-10-2019,Chachoengsao ,39094
01-10-2019,Ratchaburi ,91879
01-10-2019,Kanchanaburi ,276204
01-10-2019,Samut Songkhram ,80250
01-10-2019,Suphan Buri ,101711
01-10-2019,Phetchaburi ,319231
01-10-2019,Prachuap Khiri Khan ,417373
01-10-2019,Chonburi ,1220788
01-10-2019,Chanthaburi ,142775
01-10-2019,Trat ,158830
01-10-2019,Nakhon Nayok ,127806
01-10-2019,Prachinburi ,79860
01-10-2019,Rayong ,309859
01-10-2019,Sa Kaeo ,64487
01-10-2019,Phuket ,1007467
01-10-2019,Phatthalung ,72785
01-10-2019,Trang ,95129
01-10-2019,Ranong ,63762
01-10-2019,Chumphon ,82520
01-10-2019,Pattani ,18073
01-10-2019,Yala ,57186
01-10-2019,Nakhon Si Thammarat ,185615
01-10-2019,Narathiwat ,45482
01-10-2019,Krabi ,348201
01-10-2019,Songkhla ,446192
01-10-2019,Phang Nga ,119352
01-10-2019,Surat Thani ,380032
01-10-2019,Satun ,70618
01-10-2019,Kamphaeng Phet ,40215
01-10-2019,Chiang Rai ,251051
01-10-2019,Chiang Mai ,674966
01-10-2019,Phichit ,35921
01-10-2019,Nakhon Sawan ,75284
01-10-2019,Tak ,137167
01-10-2019,Phitsanulok ,158207
01-10-2019,Phayao ,28522
01-10-2019,Phetchabun ,206723
01-10-2019,Phrae ,35588
01-10-2019,Lampang ,54704
01-10-2019,Lamphun ,20753
01-10-2019,Mae Hong Son ,107763
01-10-2019,Uttaradit ,61260
01-10-2019,Uthai Thani ,29891
01-10-2019,Sukhothai ,86569
01-10-2019,Nan ,62008
01-10-2019,Kalasin ,23571
01-10-2019,Khon Kaen ,162261
01-10-2019,Chaiyaphum ,82871
01-10-2019,Nakhon Phanom ,37510
01-10-2019,Nakhon Ratchasima ,566348
01-10-2019,Buriram ,187138
01-10-2019,Maha Sarakham ,33894
01-10-2019,Mukdahan ,41337
01-10-2019,Roi Et ,37628
01-10-2019,Loei ,109871
01-10-2019,Sisaket ,32356
01-10-2019,Surin ,118542
01-10-2019,Nong Khai ,96036
01-10-2019,Bueng Kan ,30173
01-10-2019,Udon Thani ,174153
01-10-2019,Ubon Ratchathani ,126455
01-10-2019,Sakon Nakhon ,59218
01-10-2019,Yasothon ,14914
01-10-2019,Amnat Charoen ,9898
01-10-2019,Nong Bua Lamphu ,13588
01-10-2020,Bangkok,868200
01-10-2020,Lopburi ,34146
01-10-2020,Phra Nakhon Si Ayutthaya ,60647
01-10-2020,Saraburi ,62916
01-10-2020,Chainat ,11344
01-10-2020,Nakhon Pathom ,62866
01-10-2020,Sing Buri ,6761
01-10-2020,Ang Thong ,3874
01-10-2020,Nonthaburi ,34665
01-10-2020,Pathum Thani ,20856
01-10-2020,Samut Prakan ,26620
01-10-2020,Samut Sakhon ,20706
01-10-2020,Chachoengsao ,21697
01-10-2020,Ratchaburi ,57487
01-10-2020,Kanchanaburi ,220388
01-10-2020,Samut Songkhram ,64922
01-10-2020,Suphan Buri ,58518
01-10-2020,Phetchaburi ,285324
01-10-2020,Prachuap Khiri Khan ,338238
01-10-2020,Chonburi ,418197
01-10-2020,Chanthaburi ,104747
01-10-2020,Trat ,74756
01-10-2020,Nakhon Nayok ,95363
01-10-2020,Prachinburi ,56283
01-10-2020,Rayong ,158258
01-10-2020,Sa Kaeo ,28817
01-10-2020,Phuket ,156175
01-10-2020,Phatthalung ,51359
01-10-2020,Trang ,44720
01-10-2020,Ranong ,19794
01-10-2020,Chumphon ,45888
01-10-2020,Pattani ,8356
01-10-2020,Yala ,61588
01-10-2020,Nakhon Si Thammarat ,197936
01-10-2020,Narathiwat ,11558
01-10-2020,Krabi ,53893
01-10-2020,Songkhla ,161620
01-10-2020,Phang Nga ,28154
